,cluster,source_id,tf_name,family_name,motif_type,PMID,cluster_annotation
283,AC0042,MA0871.3,TFEC,Basic helix-loop-helix factors (bHLH),Unknown,15186484,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
284,AC0042,MA1099.3,HES1,Basic helix-loop-helix factors (bHLH),Unknown,15870295,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
285,AC0042,MA1106.2,HIF1A,Basic helix-loop-helix factors (bHLH),Unknown,20061373,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
286,AC0042,MA1108.3,MXI1,Basic helix-loop-helix factors (bHLH),Unknown,8425219,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
287,AC0042,MA1464.2,ARNT2,Basic helix-loop-helix factors (bHLH),Unknown,25215497,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
288,AC0042,MA1493.1,HES6,Basic helix-loop-helix factors (bHLH),Unknown,11959828,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
289,AC0042,MA1560.2,SOHLH2,Basic helix-loop-helix factors (bHLH),Unknown,26869299,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
290,AC0042,MA2325.1,EPAS1,Basic helix-loop-helix factors (bHLH),Unknown,15039136,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
291,AC0043,MA0638.2,CREB3,Basic leucine zipper factors (bZIP),Unknown,15845366,Basic leucine zipper factors (bZIP)
292,AC0043,MA0839.2,CREB3L1,Basic leucine zipper factors (bZIP),Unknown,21041443,Basic leucine zipper factors (bZIP)
293,AC0043,MA0844.2,XBP1,Basic leucine zipper factors (bZIP),Unknown,15598891,Basic leucine zipper factors (bZIP)
294,AC0043,MA1466.2,ATF6,Basic leucine zipper factors (bZIP),Unknown,10856300,Basic leucine zipper factors (bZIP)
295,AC0043,MA1474.2,CREB3L4,Basic leucine zipper factors (bZIP),Unknown,21711675,Basic leucine zipper factors (bZIP)
296,AC0044,MA0093.4,USF1,Basic helix-loop-helix factors (bHLH),Unknown,23332764,Basic helix-loop-helix factors (bHLH)
297,AC0044,MA0526.5,USF2,Basic helix-loop-helix factors (bHLH),Unknown,28473536,Basic helix-loop-helix factors (bHLH)
298,AC0044,MA0620.4,MITF,Basic helix-loop-helix factors (bHLH),Unknown,12086670,Basic helix-loop-helix factors (bHLH)
299,AC0044,MA0636.1,BHLHE41,Basic helix-loop-helix factors (bHLH),Unknown,18345027,Basic helix-loop-helix factors (bHLH)
300,AC0044,MA0663.1,MLX,Basic helix-loop-helix factors (bHLH),Unknown,14742444,Basic helix-loop-helix factors (bHLH)
301,AC0044,MA0828.3,SREBF2,Basic helix-loop-helix factors (bHLH),Unknown,11591434,Basic helix-loop-helix factors (bHLH)
302,AC0044,MA0829.3,SREBF1,Basic helix-loop-helix factors (bHLH),Unknown,11591434,Basic helix-loop-helix factors (bHLH)
303,AC0044,MA0831.3,TFE3,Basic helix-loop-helix factors (bHLH),Unknown,23933270,Basic helix-loop-helix factors (bHLH)
304,AC0045,MA0607.2,BHLHA15,Basic helix-loop-helix factors (bHLH),Unknown,9482738,Basic helix-loop-helix factors (bHLH)
305,AC0045,MA0623.2,NEUROG1,Basic helix-loop-helix factors (bHLH),Unknown,23332764,Basic helix-loop-helix factors (bHLH)
306,AC0045,MA0669.1,NEUROG2,Basic helix-loop-helix factors (bHLH),Unknown,19389376,Basic helix-loop-helix factors (bHLH)
307,AC0045,MA0678.1,OLIG2,Basic helix-loop-helix factors (bHLH),Unknown,20959288,Basic helix-loop-helix factors (bHLH)
308,AC0045,MA0817.2,BHLHE23,Basic helix-loop-helix factors (bHLH),Unknown,9144210,Basic helix-loop-helix factors (bHLH)
309,AC0045,MA0818.2,BHLHE22,Basic helix-loop-helix factors (bHLH),Unknown,22284184,Basic helix-loop-helix factors (bHLH)
310,AC0045,MA0826.1,OLIG1,Basic helix-loop-helix factors (bHLH),Unknown,20959288,Basic helix-loop-helix factors (bHLH)
311,AC0045,MA0827.1,OLIG3,Basic helix-loop-helix factors (bHLH),Unknown,20959288,Basic helix-loop-helix factors (bHLH)
312,AC0045,MA1468.1,ATOH7,Basic helix-loop-helix factors (bHLH),Unknown,23293286,Basic helix-loop-helix factors (bHLH)
313,AC0045,MA1568.2,TCF21,Basic helix-loop-helix factors (bHLH),Unknown,25215497,Basic helix-loop-helix factors (bHLH)
314,AC0046,MA0048.3,NHLH1,Basic helix-loop-helix factors (bHLH),Unknown,8289804,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
315,AC0046,MA0103.4,ZEB1,Homeo domain factors,Unknown,8065305,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
316,AC0046,MA0499.3,MYOD1,Basic helix-loop-helix factors (bHLH),Unknown,20412780,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
317,AC0046,MA0522.4,TCF3,Basic helix-loop-helix factors (bHLH),Unknown,10594029,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
318,AC0046,MA0745.3,SNAI2,C2H2 zinc finger factors,Unknown,23332764,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
319,AC0046,MA0820.2,FIGLA,Basic helix-loop-helix factors (bHLH),Unknown,18499083,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
320,AC0046,MA0830.3,TCF4,Basic helix-loop-helix factors (bHLH),Unknown,31081034,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
321,AC0046,MA1100.3,ASCL1,Basic helix-loop-helix factors (bHLH),Unknown,20382226,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
322,AC0046,MA1529.2,NHLH2,Basic helix-loop-helix factors (bHLH),Unknown,23354101,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
323,AC0046,MA1558.2,SNAI1,C2H2 zinc finger factors,Unknown,26170144,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
324,AC0046,MA1559.2,SNAI3,C2H2 zinc finger factors,Unknown,23762348,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
325,AC0046,MA1631.2,ASCL1,Basic helix-loop-helix factors (bHLH),Unknown,31086315,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
326,AC0046,MA1648.2,TCF12,Basic helix-loop-helix factors (bHLH),Unknown,8163514,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
327,AC0046,MA1934.2,ERF::FIGLA,Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH),Unknown,31913281,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
328,AC0046,MA1941.2,ETV2::FIGLA,Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH),Unknown,31913281,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
329,AC0046,MA1945.2,ETV5::FIGLA,Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH),Unknown,24218641,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
330,AC0046,MA1966.2,TFAP4::ETV1,Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors,Unknown,24218641,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
331,AC0046,MA1967.2,TFAP4::FLI1,Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors,Unknown,24218641,Basic helix-loop-helix factors (bHLH)/Homeo domain factors/C2H2 zinc finger factors/Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Tryptophan cluster factors
332,AC0047,MA1938.2,ERF::NHLH1,Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH),Unknown,9488464,Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)
333,AC0048,MA0091.2,TAL1::TCF3,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH),Unknown,8289805,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
334,AC0048,MA0500.3,MYOG,Basic helix-loop-helix factors (bHLH),Unknown,16437161,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
335,AC0048,MA0665.1,MSC,Basic helix-loop-helix factors (bHLH),Unknown,24175993,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
336,AC0048,MA0667.1,MYF6,Basic helix-loop-helix factors (bHLH),Unknown,19443739,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
337,AC0048,MA0691.1,TFAP4,Basic helix-loop-helix factors (bHLH),Unknown,18818310,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
338,AC0048,MA0698.2,ZBTB18,C2H2 zinc finger factors,Unknown,9756912,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
339,AC0048,MA0783.1,PKNOX2,Homeo domain factors,Unknown,25233378,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
340,AC0048,MA0796.1,TGIF1,Homeo domain factors,Unknown,8537382,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
341,AC0048,MA0797.1,TGIF2,Homeo domain factors,Unknown,8537382,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
342,AC0048,MA1109.2,NEUROD1,Basic helix-loop-helix factors (bHLH),Unknown,9858593,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
343,AC0048,MA1123.3,TWIST1,Basic helix-loop-helix factors (bHLH),Unknown,29453333,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
344,AC0048,MA1485.1,FERD3L,Basic helix-loop-helix factors (bHLH),Unknown,17027923,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
345,AC0048,MA1570.1,TFAP4,Basic helix-loop-helix factors (bHLH),Unknown,9741833,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
346,AC0048,MA1571.1,TGIF2LX,Homeo domain factors,Unknown,8537382,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
347,AC0048,MA1572.1,TGIF2LY,Homeo domain factors,Unknown,8537382,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
348,AC0048,MA1635.2,BHLHE22,Basic helix-loop-helix factors (bHLH),Unknown,22284184,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
349,AC0048,MA1638.2,HAND2,Basic helix-loop-helix factors (bHLH),Unknown,11812799,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
350,AC0048,MA1641.2,MYF5,Basic helix-loop-helix factors (bHLH),Unknown,26906734,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
351,AC0048,MA1642.2,NEUROG2,Basic helix-loop-helix factors (bHLH),Unknown,19389376,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/C2H2 zinc finger factors/Homeo domain factors
352,AC0049,MA1593.2,ZNF317,C2H2 zinc finger factors,Unknown,28273063,C2H2 zinc finger factors
353,AC0050,MA0100.4,MYB,Tryptophan cluster factors,Unknown,8467793,Tryptophan cluster factors
354,AC0051,MA0523.2,TCF7L2,High-mobility group (HMG) domain factors,Unknown,18268006,High-mobility group (HMG) domain factors
355,AC0051,MA0769.3,TCF7,High-mobility group (HMG) domain factors,Unknown,28092692,High-mobility group (HMG) domain factors
356,AC0051,MA1421.1,TCF7L1,High-mobility group (HMG) domain factors,Unknown,27447672,High-mobility group (HMG) domain factors
357,AC0052,MA0017.3,NR2F1,Nuclear receptors with C4 zinc fingers,Unknown,8496174,Nuclear receptors with C4 zinc fingers
358,AC0052,MA0160.3,NR4A2,Nuclear receptors with C4 zinc fingers,Unknown,17916232,Nuclear receptors with C4 zinc fingers
359,AC0052,MA0729.1,RARA,Nuclear receptors with C4 zinc fingers,Unknown,15019979,Nuclear receptors with C4 zinc fingers
360,AC0052,MA1111.2,NR2F2,Nuclear receptors with C4 zinc fingers,Unknown,1324415,Nuclear receptors with C4 zinc fingers
361,AC0052,MA1112.3,NR4A1,Nuclear receptors with C4 zinc fingers,Unknown,12082103,Nuclear receptors with C4 zinc fingers
362,AC0052,MA1534.2,NR1I3,Nuclear receptors with C4 zinc fingers,Unknown,12896978,Nuclear receptors with C4 zinc fingers
363,AC0052,MA1535.2,NR2C1,Nuclear receptors with C4 zinc fingers,Unknown,23354101,Nuclear receptors with C4 zinc fingers
364,AC0052,MA1536.2,NR2C2,Nuclear receptors with C4 zinc fingers,Unknown,11478808,Nuclear receptors with C4 zinc fingers
365,AC0053,MA0114.5,HNF4A,Nuclear receptors with C4 zinc fingers,Unknown,22383578,Nuclear receptors with C4 zinc fingers
366,AC0053,MA0484.3,HNF4G,Nuclear receptors with C4 zinc fingers,Unknown,22383578,Nuclear receptors with C4 zinc fingers
367,AC0054,MA0115.1,NR1H2::RXRA,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers,Unknown,10187832,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
368,AC0054,MA0504.2,NR2C2,Nuclear receptors with C4 zinc fingers,Unknown,11478808,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
369,AC0054,MA0855.1,RXRB,Nuclear receptors with C4 zinc fingers,Unknown,15019979,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
370,AC0054,MA0856.1,RXRG,Nuclear receptors with C4 zinc fingers,Unknown,15019979,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
371,AC0054,MA1148.2,PPARA::RXRA,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers,Unknown,8386511,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
372,AC0054,MA1494.2,HNF4A,Nuclear receptors with C4 zinc fingers,Unknown,25164757,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
373,AC0054,MA1537.2,NR2F1,Nuclear receptors with C4 zinc fingers,Unknown,14559106,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
374,AC0054,MA1550.2,PPARD,Nuclear receptors with C4 zinc fingers,Unknown,8725145,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
375,AC0054,MA1574.2,THRB,Nuclear receptors with C4 zinc fingers,Unknown,19741045,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
376,AC0055,MA1576.2,THRB,Nuclear receptors with C4 zinc fingers,Unknown,19741045,Nuclear receptors with C4 zinc fingers
377,AC0055,MA1969.2,THRA,Nuclear receptors with C4 zinc fingers,Unknown,23332764,Nuclear receptors with C4 zinc fingers
378,AC0056,MA1719.2,ZNF816,C2H2 zinc finger factors,Unknown,28273063,C2H2 zinc finger factors
379,AC0057,MA0597.3,THAP1,C2CH THAP-type zinc finger factors,Unknown,15863623,C2CH THAP-type zinc finger factors/C2H2 zinc finger factors
380,AC0057,MA0738.2,HIC2,C2H2 zinc finger factors,Unknown,15231840,C2CH THAP-type zinc finger factors/C2H2 zinc finger factors
381,AC0058,MA1146.2,NR1H4::RXRA,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers,Unknown,10744760,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
382,AC0058,MA1147.2,NR4A2::RXRA,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers,Unknown,7705655,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
383,AC0058,MA1538.1,NR2F1,Nuclear receptors with C4 zinc fingers,Unknown,14559106,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
384,AC0058,MA1539.1,NR2F6,Nuclear receptors with C4 zinc fingers,Unknown,14559106,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
385,AC0058,MA1552.2,RARB,Nuclear receptors with C4 zinc fingers,Unknown,1738600,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
386,AC0058,MA1553.2,RARG,Nuclear receptors with C4 zinc fingers,Unknown,1738600,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
387,AC0058,MA1555.1,RXRB,Nuclear receptors with C4 zinc fingers,Unknown,14559106,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
388,AC0058,MA1556.1,RXRG,Nuclear receptors with C4 zinc fingers,Unknown,14559106,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
389,AC0059,MA1985.1,ZNF669,C2H2 zinc finger factors,Unknown,27852650,C2H2 zinc finger factors
390,AC0060,MA1531.2,NR1D1,Nuclear receptors with C4 zinc fingers,Unknown,14559106,Nuclear receptors with C4 zinc fingers
391,AC0060,MA1532.2,NR1D2,Nuclear receptors with C4 zinc fingers,Unknown,14559106,Nuclear receptors with C4 zinc fingers
392,AC0061,MA0074.1,RXRA::VDR,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers,Unknown,8674817,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
393,AC0061,MA1533.2,NR1I2,Nuclear receptors with C4 zinc fingers,Unknown,12016543,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
394,AC0062,MA0072.2,RORA,Nuclear receptors with C4 zinc fingers,Unknown,7926749,Nuclear receptors with C4 zinc fingers/C2H2 zinc finger factors
395,AC0062,MA1150.2,RORB,Nuclear receptors with C4 zinc fingers,Unknown,25500868,Nuclear receptors with C4 zinc fingers/C2H2 zinc finger factors
396,AC0062,MA1151.2,RORC,Nuclear receptors with C4 zinc fingers,Unknown,25500868,Nuclear receptors with C4 zinc fingers/C2H2 zinc finger factors
397,AC0062,MA2324.1,BCL11A,C2H2 zinc finger factors,Unknown,29606353,Nuclear receptors with C4 zinc fingers/C2H2 zinc finger factors
398,AC0063,MA1575.2,THRB,Nuclear receptors with C4 zinc fingers,Unknown,19741045,Nuclear receptors with C4 zinc fingers
399,AC0064,MA0066.2,PPARG,Nuclear receptors with C4 zinc fingers,Unknown,11139380,Nuclear receptors with C4 zinc fingers
400,AC0064,MA0112.4,ESR1,Nuclear receptors with C4 zinc fingers,Unknown,19339991,Nuclear receptors with C4 zinc fingers
401,AC0065,MA0141.4,ESRRB,Nuclear receptors with C4 zinc fingers,Unknown,18555785,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
402,AC0065,MA0159.1,RARA::RXRA,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers,Unknown,17916232,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
403,AC0065,MA0592.4,ESRRA,Nuclear receptors with C4 zinc fingers,Unknown,17488637,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
404,AC0065,MA0730.1,RARA,Nuclear receptors with C4 zinc fingers,Unknown,15019979,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
405,AC0065,MA1149.2,RARA::RXRG,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers,Unknown,10698945,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
406,AC0065,MA1540.3,NR5A1,Nuclear receptors with C4 zinc fingers,Unknown,10913126,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
407,AC0065,MA1541.2,NR6A1,Nuclear receptors with C4 zinc fingers,Unknown,11578963,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
408,AC0066,MA1984.2,ZNF667,C2H2 zinc finger factors,Unknown,27852650,C2H2 zinc finger factors
409,AC0067,MA0089.3,MAFG::NFE2L1,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,9421508,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
410,AC0067,MA0099.4,FOS::JUN,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
411,AC0067,MA0462.3,BATF::JUN,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,22992523,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
412,AC0067,MA0476.2,FOS,Basic leucine zipper factors (bZIP),Unknown,17916232,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
413,AC0067,MA0477.3,FOSL1,Basic leucine zipper factors (bZIP),Unknown,17916232,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
414,AC0067,MA0478.2,FOSL2,Basic leucine zipper factors (bZIP),Unknown,17916232,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
415,AC0067,MA0490.3,JUNB,Basic leucine zipper factors (bZIP),Unknown,21526160,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
416,AC0067,MA0491.3,JUND,Basic leucine zipper factors (bZIP),Unknown,21526160,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
417,AC0067,MA0496.4,MAFK,Basic leucine zipper factors (bZIP),Unknown,8264639,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
418,AC0067,MA0501.2,MAF::NFE2,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,9166829,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
